FirstName,LastName,BuildingNumber,StreetName,StreetType,City,Postcode,State,Ethnicity,AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn,Cohort
Erin,Frazier,9363,Joanne Circles,Stravenue,Port Carlos,15497.0,NY,white,101,11.4988467292613,1161.3835196553912,Basic,Bank transfer,Yes,TV Shows,Yes,Computer,2.258106219499944,92.33773579856,21,Drama,3.6916578915415648,4,Female,2,No,Yes,5VW8HFSJFK,0,0-3-15497.0
Shannon,Stafford,5523,Farmer Rest,Crossing,Barronburgh,63385.0,OH,white,63,8.748041036424901,551.1265852947688,Standard,Bank transfer,Yes,TV Shows,No,Tablet,24.81673736762544,67.02815335127931,48,Fantasy,2.897390614352894,5,Male,18,Yes,Yes,22U9FP5CSZ,0,1-3-63385.0
Elizabeth,Benson,201,Osborn Passage,Overpass,FPO AE 77651,,,white,48,6.060616903670043,290.90961137616205,Basic,Electronic check,No,Both,No,TV,7.556792930261343,77.88297161847078,14,Fantasy,2.1973519263090315,5,Male,14,No,Yes,RW25ULOQYK,1,1-3-nan
Nicolò,Mezzetta-Mortati,81578,Daniels Forge,Lodge,APO AE 70162,,,white,31,5.354598436835213,165.9925515418916,Premium,Credit card,Yes,Both,No,Computer,17.3729994969974,121.08408675002411,14,Action,3.562232128106079,2,Female,19,Yes,Yes,Q5RTBUA4UD,0,0-3-nan
Michael,Parker,44568,Randy Creek,Glen,DPO AA 59611,,,white,100,12.51296319203662,1251.2963192036618,Basic,Mailed check,No,Both,No,Computer,26.419298642356363,50.532452695605,21,Action,2.4849401364245494,6,Female,9,Yes,No,D7I8RKBJBS,1,0-3-nan
Monica,Hill,235,Miranda Center,Park,East Jeffreyview,2033.0,AR,white,26,14.00359537994588,364.09347987859286,Premium,Mailed check,No,Movies,No,Tablet,3.288209122760713,116.09905615727229,26,Fantasy,3.955756130423442,2,Male,3,Yes,No,Y6RXL7UKK9,0,1-3-2033.0
Scott,Woods,38238,Kelly Spring,Ports,Amyshire,32316.0,KY,white,39,15.897404010126264,619.9987563949243,Basic,Credit card,No,Both,Yes,Computer,36.47812097035553,173.3862350936412,22,Fantasy,2.3691500792008946,7,Male,24,Yes,No,20MTE1WTUS,0,1-3-32316.0
Ross,Hall-Green,62096,Angela Oval,Valley,Richardside,98058.0,NM,white,72,9.228878635518091,664.4792617573028,Basic,Credit card,No,Movies,Yes,Computer,7.924284017303871,92.95637507512576,9,Sci-Fi,1.4770824426843157,7,Male,14,No,No,J0WT2XEIGN,0,1-3-98058.0
Samuel,Munoz,57168,George Mountain,Crossroad,Fredshire,67508.0,OR,hispanic,8,6.8393483676449405,54.71478694115952,Basic,Mailed check,No,Movies,Yes,Computer,15.362814204061014,43.91916078342394,38,Drama,2.640726791764021,8,Male,2,Yes,Yes,M1V5YWXCBD,0,1-2-67508.0
Sr(a).,Hilda,8743,Andrade Light,Station,Fowlerberg,92070.0,AL,white,3,13.737264627776389,41.211793883329165,Premium,Mailed check,Yes,TV Shows,No,TV,29.348951399975903,100.88305981595032,28,Comedy,2.314731457069769,4,Male,8,Yes,Yes,5AOJ7EJLOO,0,1-3-92070.0
Sarah,Flynn,661,David Highway,Mills,Jenniferton,49382.0,DC,white,43,13.459261864873246,578.7482601895496,Standard,Electronic check,Yes,Movies,No,Mobile,11.913880376795326,64.15463574339884,18,Comedy,3.717432289237791,7,Male,23,Yes,No,Z4PENQ1JCQ,1,1-3-49382.0
John,Snyder,6404,James Crossroad,Bypass,Thomasport,47504.0,CA,white,101,8.27942988018375,836.2224178985588,Premium,Bank transfer,Yes,Both,No,Computer,11.268654605147503,96.77016432619116,5,Fantasy,1.4863034920741902,2,Female,4,Yes,Yes,ZVOW5L8MVD,0,0-3-47504.0
Jennifer,Stanton,900,Jackson Island,Summit,New Jaybury,81660.0,VI,white,2,17.98048624158786,35.96097248317572,Standard,Mailed check,Yes,TV Shows,Yes,TV,4.784835585408121,37.43169807661503,49,Sci-Fi,1.11891429725183,0,Female,0,No,No,23AIJQJROX,1,0-3-81660.0
Mr,Garry,34916,Friedman Islands,Wall,South Jaredport,57975.0,MD,white,52,11.894819121120394,618.5305942982604,Basic,Mailed check,Yes,Movies,Yes,Computer,34.18866076918334,45.21898732281074,40,Sci-Fi,4.035200139835611,7,Female,13,No,No,3BFGPMZFP6,0,0-3-57975.0
Breanna,Nunez,185,Adam Passage,Inlet,West Larrybury,33654.0,TN,hispanic,93,9.268175264156152,861.9402995665222,Premium,Bank transfer,Yes,Movies,Yes,Computer,20.661464136085648,78.72623273369481,46,Sci-Fi,2.213590599273531,8,Female,0,No,No,9OMQJANDEY,0,0-2-33654.0
Sharon,Hughes,5656,Barrett Ville,Forest,Jacksonburgh,52484.0,HI,white,21,15.05916469971888,316.24245869409646,Premium,Credit card,Yes,Both,Yes,TV,11.466654330641529,172.7161451646198,21,Drama,2.7321560113988945,1,Female,15,Yes,Yes,54QKIS3T06,0,0-3-52484.0
Jay,Macveagh,564,Anthony Drives,Summit,Justinburgh,74814.0,FM,white,57,12.941221451049776,737.6496227098372,Basic,Electronic check,No,TV Shows,Yes,Mobile,31.97554901331902,106.66929319419148,48,Comedy,2.2698557949918774,6,Male,24,No,No,AVEYU3AHEI,0,1-3-74814.0
Edward,Nicholson,89942,Sanchez Hill,Points,New Davidside,36883.0,NM,white,40,10.118889278237784,404.7555711295114,Premium,Mailed check,No,Both,No,TV,3.861590156474291,106.44714937983116,6,Drama,3.747960526082392,3,Female,11,Yes,Yes,4OL3316W3W,0,0-3-36883.0
Andrew,Robinson,8907,Kylie Forks,Trail,New Kimberly,74636.0,MD,white,47,5.159306684643842,242.48741417826056,Premium,Mailed check,Yes,Both,No,Tablet,15.991879201028985,129.52407970178652,32,Drama,1.6208458921638704,4,Female,16,No,No,KHB0TERTP4,0,0-3-74636.0
Molly,Brown,971,Jason Shores,Isle,Watersberg,38756.0,TX,white,49,14.004029172328716,686.1974294441071,Basic,Bank transfer,Yes,Both,Yes,Mobile,32.905054460013936,13.151184281463022,23,Sci-Fi,4.670809400941478,2,Male,5,Yes,Yes,55AYM5WCX1,1,1-3-38756.0
Cynthia,Dixon,1840,Shelly Fords,Turnpike,Donaldberg,14703.0,SD,white,63,14.872137817041216,936.9446824735966,Basic,Credit card,Yes,TV Shows,No,Computer,39.7886413903188,118.21691571036747,6,Fantasy,1.948076545457698,3,Female,17,Yes,No,Y55S7H3N23,0,0-3-14703.0
Emilia,Tania,32954,Kimberly Mountain,Parks,East Traceytown,71999.0,AZ,white,17,17.726308940018583,301.34725198031595,Premium,Mailed check,Yes,Both,Yes,Computer,6.7599569026198205,48.447196963168246,48,Comedy,4.139593778023399,2,Female,1,No,Yes,1KS05OT7CO,1,0-3-71999.0
Pamela,Hussain-Thompson,78,Matthew Spurs,Union,Lake Tracytown,42801.0,AZ,black,65,14.638091002448096,951.4759151591262,Premium,Credit card,Yes,Movies,No,TV,35.45869974887416,138.8961112460661,45,Sci-Fi,1.0999108276994942,4,Female,6,Yes,No,RKZ8F1XFFZ,0,0-1-42801.0
Kiaan,Sur,176,Andrew Inlet,Brooks,Rachelton,92580.0,OR,white,93,7.96521062581856,740.7645882011261,Basic,Mailed check,Yes,Both,No,Computer,19.54181552928961,30.277498627337003,49,Sci-Fi,2.091876299216824,9,Female,24,No,No,WMND89SVA9,1,0-3-92580.0
Dr,Carole,2976,Wagner Lake,Roads,Kellyfurt,1626.0,FM,white,108,18.75215688949668,2025.2329440656413,Premium,Mailed check,No,TV Shows,Yes,TV,27.888706931960083,163.54722900088382,8,Comedy,3.525769854181931,1,Female,17,Yes,Yes,PUPSFOHZNF,0,0-3-1626.0
George,Bishop,25369,Hill Drive,Pine,Andersonfort,19432.0,PR,white,33,6.078177187725294,200.5798471949347,Premium,Credit card,Yes,TV Shows,Yes,Computer,30.55697463249017,154.3151620669231,12,Action,4.542289130015629,3,Female,0,Yes,Yes,4V44O53C1S,0,0-3-19432.0
Wendy,Stewart,664,Klein Causeway,Island,Ryanborough,57458.0,GU,white,82,6.279364177138808,514.9078625253823,Standard,Bank transfer,No,Movies,No,Computer,6.427645410220214,121.21835198909582,34,Fantasy,2.0776572785793697,9,Female,10,No,No,164H3Q428O,0,0-3-57458.0
Robert,Thomas,386,Shari Gardens,Springs,East Kylehaven,87432.0,VA,white,16,5.269116496696324,84.30586394714119,Premium,Mailed check,Yes,Both,Yes,Mobile,20.722490931275395,49.95108059437446,49,Fantasy,1.2050069147306015,0,Female,17,No,No,33D8S50QVJ,0,0-3-87432.0
Kimberly,King,897,Sloan Station,Rapids,North Sean,89711.0,CT,white,106,19.64170509454684,2082.0207400219647,Basic,Electronic check,Yes,Both,Yes,Computer,33.27098856959252,81.04340646371101,48,Drama,2.175456087735887,6,Male,3,No,Yes,CDTR0FZJES,0,1-3-89711.0
Roger,Hampton,2328,Farrell Forks,Glens,East Samantha,27933.0,KY,white,49,7.137769656543005,349.75071317060724,Standard,Bank transfer,No,TV Shows,No,Mobile,15.441638968028386,78.38400308793024,47,Comedy,4.037424621916911,7,Female,2,Yes,Yes,DMPE7S8LPK,0,0-3-27933.0
Emily,Hawkins,6870,Daniel Skyway,Haven,East Robert,85390.0,MT,white,47,9.758688244102231,458.6583474728049,Standard,Mailed check,Yes,TV Shows,Yes,Mobile,25.781926596107088,50.354149011197855,2,Drama,3.242944217216821,6,Female,12,No,Yes,NRGDJ8VTU2,0,0-3-85390.0
Valerie,Simmons-Davies,35551,Ingram Creek,Valley,West Robertoton,6213.0,AK,black,39,15.634831195987903,609.7584166435282,Basic,Mailed check,No,Both,No,Tablet,17.871407765364918,166.00676122774462,34,Action,2.323988415744048,3,Female,12,Yes,Yes,PAKVYK82M0,0,0-1-6213.0
Melissa,Contreras,9495,Warren Cliffs,Fields,Fordport,17662.0,PA,hispanic,62,16.328166308615952,1012.346311134189,Premium,Electronic check,Yes,TV Shows,No,Computer,35.16727895045761,92.40506060704892,49,Fantasy,4.611983728381437,3,Male,1,Yes,Yes,NCULD2I5EU,0,1-2-17662.0
Ryan,Stanley,17632,James Summit,Garden,Alanmouth,5286.0,WA,white,109,13.464170917965292,1467.5946300582168,Basic,Mailed check,Yes,Movies,Yes,Mobile,32.66943561058295,132.5817011949298,37,Drama,4.668291898497261,6,Female,20,No,No,XOZPXRDZL3,0,0-3-5286.0
Virginia,Clements,4266,Mary Knolls,Forges,Lisashire,27243.0,PW,white,78,16.5515658985012,1291.0221400830935,Standard,Mailed check,Yes,Movies,Yes,Computer,32.26985290050655,94.31525288603204,18,Fantasy,1.719031228161919,5,Female,10,No,Yes,F312KEXXXI,0,0-3-27243.0
Renee,Smith,4041,Erik Creek,Run,Port Gary,80591.0,OH,white,59,7.9316845212544145,467.9693867540104,Basic,Bank transfer,Yes,TV Shows,No,Mobile,3.4401979652839203,153.7410103516927,12,Action,4.411466868089699,9,Male,6,No,No,8SFAN4FN4F,0,1-3-80591.0
Rachel,Dominguez,829,Abigail Springs,Tunnel,FPO AE 90527,,,hispanic,28,13.302730975399044,372.4764673111733,Basic,Mailed check,No,Both,Yes,Mobile,25.0715619232226,169.47108424415063,32,Sci-Fi,3.694026208789819,3,Female,18,Yes,Yes,1M6NUZ890I,0,0-2-nan
Charles,Clark,461,Dylan Loop,Bypass,Lake Toddmouth,18149.0,MD,white,99,16.01807702780671,1585.7896257528644,Premium,Credit card,Yes,Both,Yes,Tablet,3.122975770131567,166.07345998158445,40,Action,3.545512640298836,0,Male,8,Yes,No,DIJ8PGCJPT,0,1-3-18149.0
Manuel,Citlali,814,Mcdaniel Islands,Stravenue,Steventon,93319.0,PA,white,77,9.278744285019831,714.4633099465271,Basic,Mailed check,Yes,Movies,No,Tablet,31.28652844398003,68.286203766171,46,Comedy,4.96117246658665,3,Male,24,Yes,No,IBNI1AX6WI,0,1-3-93319.0
Todd,Lynch,1232,Jill Squares,Street,Schultzberg,69952.0,NH,white,51,15.402006977931674,785.5023558745154,Basic,Electronic check,Yes,Movies,Yes,Tablet,35.609733534986496,123.48149021372734,34,Sci-Fi,4.36203986098261,3,Female,19,Yes,Yes,M42A8E473I,0,0-3-69952.0
Angelina,Ferrata,6023,Lance Road,Mission,New Angela,47555.0,MT,white,1,14.485940941060496,14.485940941060496,Basic,Credit card,Yes,Both,Yes,Mobile,34.26602646626853,95.36021661921924,31,Sci-Fi,2.833766740198081,9,Female,18,No,Yes,PHBA7O91NV,1,0-3-47555.0
Earl,Gibson,220,Courtney Flats,Forge,Mccoychester,93535.0,PW,white,42,14.297868242188567,600.5104661719199,Standard,Bank transfer,Yes,Both,Yes,Computer,37.4463063958458,24.922148031251417,37,Sci-Fi,2.655387989466756,1,Male,5,No,No,AJMA13C3EV,0,1-3-93535.0
Amador,Sánchez,3494,Simpson Track,Point,Maynardport,93037.0,ME,hispanic,51,9.862977024417098,503.011828245272,Premium,Bank transfer,Yes,TV Shows,No,Mobile,11.637740040286452,171.7810781890229,29,Action,3.350988124755784,4,Male,5,Yes,No,MYBNAXD54D,0,1-2-93037.0
Nicole,Anderson,59858,Schmidt Pass,Motorway,Kevinshire,1034.0,LA,white,30,7.56076585886445,226.8229757659335,Premium,Credit card,Yes,TV Shows,Yes,TV,4.15437602036479,164.77448317785527,22,Fantasy,4.828596870481,1,Male,23,Yes,Yes,U55AQ3XRGL,0,1-3-1034.0
Luis,Underwood,817,Shawn Canyon,Rue,Port Maria,10686.0,AL,white,72,15.435287806370262,1111.340722058659,Basic,Mailed check,No,TV Shows,Yes,Mobile,36.08261656327264,134.60699439281493,16,Sci-Fi,3.8946601296897816,0,Male,9,Yes,No,H1PJ2RJLM5,0,1-3-10686.0
Tiffany,Finley,982,Jerry Plains,Court,FPO AE 68436,,,white,93,6.209084197873137,577.4448304022018,Basic,Electronic check,Yes,Both,Yes,Mobile,23.61249109934136,94.6585574909069,12,Drama,3.2254469782100257,8,Female,2,No,No,AW6CDNND8X,0,0-3-nan
Ashley,Sharp,947,Salazar Plain,Forks,Millerburgh,91379.0,FM,white,49,13.071585313520268,640.5076803624931,Basic,Credit card,No,Movies,No,Tablet,36.36461108377714,149.61997347925637,37,Comedy,3.71580341732612,0,Male,18,No,No,3MZ3ZL8MLD,0,1-3-91379.0
Paul,Spencer,59225,Salazar Island,Ridge,North William,45119.0,AZ,white,52,7.50506776127558,390.26352358633017,Basic,Electronic check,No,TV Shows,Yes,Tablet,16.784564057227207,143.51217185036114,3,Fantasy,4.012274896194995,7,Female,7,No,Yes,MLN7R7359A,0,0-3-45119.0
Pina,Panzera-Galeati,266,Parker Villages,Extensions,Lake Joseph,21707.0,MS,white,8,9.559031791787731,76.47225433430185,Standard,Bank transfer,Yes,Both,No,Mobile,12.64290807673756,164.2569515835831,49,Comedy,2.32498292699208,5,Female,7,No,Yes,L775WEVQHV,0,0-3-21707.0
Emily,Bell,150,Bennett Circle,Courts,Martinezfurt,10870.0,PA,white,59,14.63390226372529,863.4002335597921,Standard,Credit card,No,Both,No,TV,33.16065060733788,83.64155850199529,35,Sci-Fi,3.5172764410842934,9,Male,2,No,No,A6U6DRRUFK,0,1-3-10870.0
Joseph,Roberts,3362,Joseph Freeway,Ferry,New Javierfort,72089.0,OK,white,93,10.495379121292356,976.0702582801893,Standard,Credit card,No,Movies,No,TV,25.37896108488108,21.25823189270334,13,Drama,2.414209277145036,8,Male,13,Yes,Yes,Y368N5FIRZ,0,1-3-72089.0
Micheletto,Bombieri,53797,Schaefer Key,Mall,Amyhaven,45938.0,VI,white,17,14.323494731320563,243.4994104324496,Basic,Electronic check,Yes,TV Shows,Yes,Tablet,26.60584690314612,163.98531488483147,29,Drama,1.9616440562178803,1,Female,13,No,Yes,JRWLF6R1ZY,0,0-3-45938.0
Emily,Trevino,81419,Martinez Islands,Brook,Taylorberg,16284.0,VT,hispanic,110,9.848093790295936,1083.290316932553,Premium,Bank transfer,Yes,Movies,No,TV,26.17000384998424,136.55565204416382,2,Comedy,2.2034966778323737,6,Male,16,Yes,No,2BIV73SK4B,0,1-2-16284.0
Mx.,Danielle,7525,Woods Oval,Brooks,North Marymouth,53658.0,MD,white,20,8.97165898997594,179.43317979951877,Standard,Bank transfer,No,Movies,Yes,Computer,16.23925423878991,53.03641290123871,47,Comedy,3.2811258891478103,1,Male,13,No,Yes,65IQ3UL1IR,0,1-3-53658.0
Rodney,Reyes,9142,James Isle,Plains,New Cherylton,37899.0,WA,hispanic,112,5.509886015834726,617.1072337734894,Basic,Credit card,Yes,Both,No,Mobile,28.56285804551356,55.85197889838325,22,Fantasy,3.787129476662274,3,Male,11,No,Yes,KC4IQQUOEB,0,1-2-37899.0
James,Johnson,800,Elizabeth Forest,Viaduct,Evansmouth,77823.0,FL,white,16,19.017378916962407,304.2780626713985,Premium,Bank transfer,No,TV Shows,No,TV,33.60319472940401,45.84332303677817,29,Drama,1.7536685166649604,0,Female,14,Yes,Yes,LBZ5NE17SW,1,0-3-77823.0
Gabriel,Rowe,685,Henderson Crossroad,Ports,Port Vincent,22729.0,CA,white,30,14.695063381131048,440.85190143393146,Basic,Bank transfer,No,Both,No,TV,11.119202855177114,123.68024400018948,8,Comedy,2.150711710937817,6,Female,5,No,Yes,BSRAEJ33G8,0,0-3-22729.0
Lisa,Olsen,56910,Lori Forges,Field,Coltonfurt,4935.0,NC,white,93,15.347830617842014,1427.3482474593072,Premium,Mailed check,Yes,Movies,Yes,Mobile,39.66644743336644,51.92276686216828,17,Fantasy,2.970821224442044,7,Male,2,Yes,Yes,FUX3G8LOOG,0,1-3-4935.0
Holly,Miles,15106,Jimmy Meadows,Road,APO AA 79896,,,white,51,6.540110923198071,333.5456570831016,Premium,Credit card,No,TV Shows,No,Computer,4.585692747450523,140.1126731851045,36,Sci-Fi,2.548302458796414,4,Male,10,Yes,Yes,5PON8LVCR5,0,1-3-nan
James,Martin,751,John Squares,Mall,APO AA 32810,,,white,80,13.567191669354802,1085.375333548384,Standard,Credit card,No,Movies,No,Mobile,32.77380519429222,11.531376211303716,12,Comedy,3.741502271121768,4,Male,20,Yes,Yes,SEDUZFHM3S,1,1-3-nan
Kristin,Houston,936,Prince Club,Road,Lake Matthew,49914.0,WA,white,105,11.792379855598917,1238.199884837886,Standard,Bank transfer,Yes,TV Shows,No,Computer,14.037938902192671,18.42088962209656,25,Drama,3.286466173621699,9,Male,9,Yes,Yes,GSTKTYCJNM,0,1-3-49914.0
Tracy,Norris,506,Gabriela Stravenue,Port,Williamsport,73459.0,TN,white,2,10.569393622856406,21.138787245712813,Premium,Electronic check,No,Both,Yes,TV,13.86913027132911,101.39755017230829,45,Comedy,2.0988352973937787,6,Male,1,No,No,ZKGFJ3B9UJ,0,1-3-73459.0
Rachel,Wright,897,Anthony Fork,Canyon,Hallton,56256.0,PA,white,115,13.423528101243395,1543.7057316429907,Basic,Electronic check,Yes,TV Shows,No,Mobile,30.875961690298965,10.714133202065105,38,Action,4.725312104179578,1,Male,1,No,Yes,39SRUJ3EVZ,0,1-3-56256.0
Denis,Ferland,403,King Roads,Trace,New Samanthafurt,96425.0,KS,white,54,17.358617900806358,937.3653666435432,Premium,Mailed check,Yes,TV Shows,No,Mobile,38.67799320745304,166.88125029273735,12,Sci-Fi,3.399704159559234,2,Male,3,Yes,Yes,Y7VSLOFIJF,0,1-3-96425.0
