FirstName,LastName,BuildingNumber,StreetName,StreetType,City,Postcode,State,Ethnicity,AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn,Cohort
Scott,Green,23527,Davis Route,Oval,North Amandatown,34042.0,MH,white,24,15.408354294900631,369.80050307761513,Premium,Bank transfer,No,Movies,Yes,Tablet,23.18327765015033,118.30610804118749,3,Action,3.6574931552793255,3,Female,9,Yes,Yes,SM6KFTFFLD,1,0-3-34042.0
Caleb,Torres,29602,Mcintyre Loaf,Summit,Meganton,46720.0,NC,hispanic,88,16.89446124512664,1486.7125895711442,Premium,Electronic check,No,TV Shows,No,TV,26.932050345293128,164.54555227448043,46,Drama,3.468055867441598,5,Female,20,Yes,No,Y5FY7AG91I,0,0-2-46720.0
Tracy,Lee,92476,Mitchell Common,Harbors,FPO AE 81446,,,white,113,6.999558251937001,790.9500824688812,Premium,Mailed check,No,Both,Yes,Computer,10.230322370595902,43.23186307383072,15,Sci-Fi,2.803092782707569,2,Female,24,Yes,No,IJV8VR1REP,0,0-3-nan
Larry,Johnson,1860,Cody Forges,Crest,Nicholasborough,67483.0,TX,white,65,11.411631755356142,741.7560640981492,Premium,Electronic check,Yes,TV Shows,No,Tablet,31.292087955372697,18.358290795656192,3,Fantasy,1.1143313302339457,3,Female,12,Yes,No,JMM2TWMP31,1,0-3-67483.0
Sara,Peterson,425,William Ferry,Green,APO AE 79479,,,white,89,16.622155814329968,1479.3718674753673,Standard,Mailed check,No,TV Shows,Yes,TV,33.95624071661598,144.9394110644182,45,Action,3.1331930416304794,0,Female,7,Yes,Yes,UHB72Y0Z26,0,0-3-nan
Joseph,Thomas,22715,Stephanie Valley,Isle,Reevesfurt,42741.0,MP,white,105,14.637803867143573,1536.9694060500751,Standard,Electronic check,No,TV Shows,Yes,TV,23.692313443635605,171.5480971813933,20,Sci-Fi,4.578455122246906,2,Female,3,No,No,M442E3V3DF,0,0-3-42741.0
Linda,Boone,5094,Graham Forest,Drive,Sarahville,27188.0,OH,white,64,5.991345747822898,383.4461278606655,Standard,Credit card,Yes,TV Shows,Yes,Computer,7.861569913630927,121.01861981587624,0,Action,3.482088578278484,6,Female,5,No,Yes,3R5E39Q9C3,0,0-3-27188.0
Patrick,Martin,89,Rachel Land,Ferry,West Crystal,77383.0,IL,white,20,12.135721552654282,242.71443105308563,Premium,Credit card,No,Both,No,TV,28.4603229278545,154.33115755021353,45,Comedy,3.016315394427441,8,Female,11,No,No,YH68N6BAA2,0,0-3-77383.0
Tomás,Lilia,36360,Nguyen Cliffs,Causeway,Lake Sharon,31339.0,ND,white,73,19.095721391552388,1393.9876615833243,Standard,Electronic check,Yes,TV Shows,Yes,Mobile,36.17296693857378,8.049051605844543,11,Drama,1.23852469968939,2,Male,15,Yes,Yes,JMS66ZQL5Y,0,1-3-31339.0
Lance,Johnston,502,Andrea Parks,Burg,Hernandezstad,5576.0,OH,white,79,5.91735803729116,467.4712849460016,Standard,Electronic check,Yes,Movies,No,Mobile,1.986925330282658,21.76999906019013,33,Action,4.41637440129202,3,Male,3,Yes,Yes,6LUOHUOR2H,0,1-3-5576.0
Robert,Ferguson,8467,Claudia Ramp,Mall,Taramouth,76214.0,MO,white,16,19.23474211422177,307.7558738275484,Basic,Mailed check,No,Both,Yes,Tablet,4.145416489589956,119.499621988284,25,Sci-Fi,4.896061365499682,8,Male,0,Yes,No,ZVPBMGLW0W,1,1-3-76214.0
Janice,Dawson,6170,Walker Key,Locks,Santosport,68740.0,OR,white,15,8.005603866539413,120.0840579980912,Standard,Bank transfer,Yes,TV Shows,No,TV,2.857035723487316,18.72481392789816,33,Action,1.033524920708762,5,Female,23,No,Yes,3WJW0PDVZ5,1,0-3-68740.0
Tina,Brown,445,Snyder Path,Shoal,South Danielle,56468.0,IN,white,103,17.67551366584634,1820.5779075821729,Standard,Credit card,Yes,TV Shows,Yes,TV,9.451347782490254,151.4212835696953,37,Drama,3.322024736933096,3,Male,14,Yes,No,VLKW8QPUBZ,0,1-3-56468.0
Rebecca,Ayala,488,Wright Trail,Brook,West Lindaberg,21592.0,NJ,hispanic,109,15.066159582517292,1642.2113944943849,Premium,Credit card,Yes,Movies,Yes,Mobile,2.927361068917468,156.94506520958666,12,Sci-Fi,2.1984174562280314,3,Female,24,Yes,Yes,D707FBH652,0,0-2-21592.0
Kelly,Mccarthy,943,Albert Place,Islands,FPO AA 05812,,,white,63,17.163337964179654,1081.2902917433182,Premium,Mailed check,Yes,Movies,Yes,Mobile,1.4641816030311614,42.73451110307888,14,Sci-Fi,4.962648002625336,1,Female,13,No,No,80X3M5GF7F,0,0-3-nan
Kimberly,Taylor,361,Pacheco Views,Parks,Mooreview,82762.0,ND,white,100,16.438494270936253,1643.8494270936253,Basic,Bank transfer,No,Both,No,Tablet,4.293572428226488,46.16696723424198,47,Fantasy,1.2771011334292588,0,Female,2,No,Yes,4WEW8SMUO4,0,0-3-82762.0
Laura,Moore,4734,Nguyen Viaduct,Square,Blackfurt,48278.0,NJ,white,6,7.292969195542611,43.75781517325567,Standard,Bank transfer,No,TV Shows,No,Computer,37.92793729411405,66.40375483375865,41,Comedy,1.8093825164839328,6,Male,8,No,Yes,S0DYUFELEV,0,1-3-48278.0
Katherine,Fitzgerald,785,Solomon Pines,Grove,West Danielville,17173.0,MD,white,87,16.41052537497545,1427.715707622864,Basic,Electronic check,Yes,Both,No,Mobile,16.10169130987239,100.98119361586043,5,Fantasy,3.935842550665541,4,Male,21,Yes,No,VFMMG86XMI,1,1-3-17173.0
Rachel,Paul,1601,Rick Isle,Mews,Port Brent,40042.0,SD,white,10,15.867690831368074,158.67690831368074,Basic,Bank transfer,Yes,Both,Yes,Tablet,4.179128898165489,66.59548452382325,10,Sci-Fi,3.683302015248204,0,Male,18,No,No,DBJGTLLJG6,0,1-3-40042.0
Mitchell,Willis,61277,Roy Junction,Drive,Jenningschester,84889.0,HI,white,9,18.162806439893096,163.46525795903787,Premium,Credit card,No,Movies,No,Computer,23.86816922933452,179.1272715653991,20,Fantasy,3.270455531805373,2,Female,20,No,No,SGHDHBOIPM,1,0-3-84889.0
Rachel,Costa,6098,Thomas Union,Points,West Jessicaton,85645.0,VI,white,13,5.422030480329912,70.48639624428885,Basic,Credit card,Yes,Movies,No,Computer,21.98085496750334,89.22809946994363,22,Drama,4.791027872567246,7,Male,16,Yes,Yes,JTG9QE7A8I,0,1-3-85645.0
Robert,Kelly,10116,Sara Summit,Brooks,Lake Joseborough,78534.0,HI,white,82,13.516130822581156,1108.3227274516548,Premium,Electronic check,Yes,Both,No,Tablet,5.638006511104151,113.35173788554168,44,Drama,2.237836527758039,1,Male,21,Yes,No,75UU0DDNBP,1,1-3-78534.0
Lori,Stone,8419,Martin Pike,Harbor,East Alyssa,7556.0,NJ,white,21,6.6542430545248745,139.73910414502237,Standard,Bank transfer,No,Movies,Yes,TV,29.975771422497104,6.384359289870737,25,Fantasy,1.4248914230022636,6,Female,19,No,Yes,Z5GTGVA0N6,0,0-3-7556.0
Kimberly,Kim,144,Karen Street,Spur,Patriciaborough,79211.0,OK,asian,97,11.60656493662268,1125.8367988524,Basic,Electronic check,No,Both,Yes,Computer,14.49423766341345,33.4910155178402,42,Action,4.770985194031665,6,Male,10,No,Yes,RIJG89GY9N,0,1-0-79211.0
Mx.,Gary,345,Webb Village,Radial,North Edgarstad,32550.0,AK,white,104,7.398427569889659,769.4364672685246,Standard,Mailed check,No,TV Shows,Yes,Tablet,37.84703679508547,34.85698052690062,46,Sci-Fi,1.7308101664436075,8,Female,7,Yes,No,O2LMFLEOEB,0,0-3-32550.0
Gabriel,Mcbride,2727,Ibarra Village,Rapids,Amandaside,43064.0,TX,white,51,7.459175334842391,380.41794207696194,Standard,Credit card,Yes,Both,Yes,Computer,32.72412080940685,34.439266250629046,34,Fantasy,4.811741262712001,3,Female,24,Yes,No,3YBWSBSL27,0,0-3-43064.0
Ing.,Camila,8856,Justin Circle,Brooks,New Travistown,32138.0,PR,hispanic,18,12.690852991786342,228.4353538521541,Standard,Bank transfer,Yes,Movies,Yes,Computer,13.266267343906993,57.0942419148608,21,Action,4.662278798842895,5,Male,21,Yes,No,XN8AD4MFGN,1,1-2-32138.0
Brandon,Singh,694,Thomas Estates,Street,Hamptonmouth,40889.0,AZ,asian,80,12.96399713276961,1037.1197706215687,Premium,Mailed check,No,Movies,No,TV,35.752280806681895,118.66831759452678,1,Fantasy,1.8419503485139008,2,Male,21,Yes,No,0DPBPXF5ZP,0,1-0-40889.0
Bradley,White,93,Tammy Mountains,Key,FPO AA 14523,,,white,40,14.220889809855514,568.8355923942206,Premium,Electronic check,Yes,TV Shows,No,TV,17.062645071105116,96.14844954865572,32,Sci-Fi,3.0872800811599843,7,Male,12,No,No,15G57K3BJF,1,1-3-nan
Mercedes,Rentería,8368,Campbell Viaduct,Glens,Rodriguezland,59690.0,SD,white,33,8.223269231661648,271.3678846448344,Basic,Mailed check,Yes,Movies,Yes,Computer,13.281506989816029,38.32754517501058,4,Fantasy,3.210732153330257,9,Male,8,No,No,TX5VIIBH69,0,1-3-59690.0
Kara,Wright,468,Johnston Dale,Parkways,FPO AA 63471,,,white,108,8.099351097514925,874.7299185316118,Premium,Mailed check,Yes,TV Shows,No,Mobile,19.859319169121346,132.14881293601806,38,Fantasy,1.984298669867052,9,Female,11,Yes,No,JA1C4ZQHK5,0,0-3-nan
Mr,Brian,69632,Matthew Alley,Way,New Andrew,54004.0,NV,white,33,8.97923601581025,296.31478852173825,Premium,Credit card,Yes,Movies,No,TV,38.13119457242164,42.05785621870897,45,Comedy,1.618405314124951,0,Male,9,No,Yes,U0FK311KVD,0,1-3-54004.0
Nicola,Wood-Butler,3989,Hicks Drive,Alley,South Christine,33211.0,WI,white,104,15.33316499564122,1594.649159546687,Basic,Electronic check,No,TV Shows,No,Computer,38.258565041469055,49.97489410755303,18,Sci-Fi,3.4426715056566803,8,Female,9,No,Yes,KH0GF4HKSP,0,0-3-33211.0
Tiffany,Miller,9833,Rodriguez Stravenue,Key,East Karinamouth,76934.0,FL,white,107,18.06907344296508,1933.390858397263,Standard,Electronic check,No,Both,No,TV,12.959138745187223,116.41823549846112,10,Action,3.1010958971961307,6,Female,8,Yes,No,0IRGOBP2QC,0,0-3-76934.0
Kelly,Manning,355,Joshua Mills,Estate,Gregoryberg,79249.0,PW,white,6,13.60299544193048,81.61797265158287,Basic,Electronic check,No,TV Shows,No,TV,27.322532769493225,18.57083865939028,3,Sci-Fi,4.73895302509744,1,Male,20,No,No,362OSQPV6W,0,1-3-79249.0
Tiffany,Alvarado,597,Bell Turnpike,Cliff,North Kristinmouth,85761.0,OK,hispanic,102,15.510615422623411,1582.082773107588,Premium,Mailed check,No,Both,No,Mobile,13.01973645531437,25.653319835610887,47,Comedy,2.9717014562506625,8,Male,3,No,Yes,Y9MNRTUKR3,0,1-2-85761.0
Donato,Basadonna,3162,Gonzales Port,Road,Alvarezstad,5124.0,SC,white,95,16.26208863272231,1544.8984201086196,Premium,Credit card,No,TV Shows,No,Mobile,22.14329062175487,51.193058470497874,11,Comedy,2.816598804848488,5,Male,15,No,No,A8LSM7CYRF,0,1-3-5124.0
Haley,Vargas,565,Harding Coves,Villages,West Michaelside,44441.0,ID,hispanic,34,16.92142017260683,575.3282858686322,Basic,Electronic check,Yes,Both,No,TV,25.689925320901924,159.8073295434809,4,Comedy,4.231604741370264,7,Female,19,Yes,Yes,3X6IYENWKI,0,0-2-44441.0
David,Rice,81353,Morales Mall,Gardens,East Jasonville,36666.0,AS,white,42,17.617267958595452,739.925254261009,Basic,Bank transfer,No,Movies,No,Computer,15.073416317017235,156.95732728048668,3,Sci-Fi,3.404042322145459,8,Male,1,No,Yes,GAGUI41YVT,1,1-3-36666.0
Teresa,Carpenter,488,Kimberly Parks,Underpass,New James,62966.0,GU,white,39,19.067760659407057,743.6426657168752,Standard,Credit card,Yes,Movies,No,Mobile,13.426730868535634,150.2807859896421,28,Sci-Fi,2.053511072708284,2,Male,22,Yes,Yes,C41LFRA64L,0,1-3-62966.0
Annette,Owens,18054,Timothy Centers,Way,Sanchezfort,85009.0,NH,white,45,6.431716903088528,289.42726063898374,Premium,Credit card,Yes,Both,Yes,TV,14.42522550883471,141.31715599292556,34,Comedy,2.7819635753201246,8,Female,22,No,Yes,WFREG27FEO,0,0-3-85009.0
Jack,Nelson,6991,Little Burgs,Port,Henryborough,81375.0,WI,white,56,8.678985415906627,486.0231832907712,Basic,Mailed check,Yes,TV Shows,No,TV,30.015093674757143,124.12044973506006,3,Sci-Fi,3.2535600588580094,6,Male,17,No,Yes,LBQMPRAV5L,0,1-3-81375.0
Eduardo,Salcedo,6219,Smith Greens,Plaza,Barnettside,97293.0,WV,hispanic,74,14.427208023683429,1067.6133937525735,Standard,Electronic check,No,TV Shows,No,Computer,1.2543547926372765,31.50079506960435,23,Action,4.538664722351334,1,Female,19,Yes,No,LE9IYGPPBR,0,0-2-97293.0
Cynthia,Palmer,7879,David Trail,Junctions,Port Kimberlyshire,14633.0,MN,white,26,7.970739129439114,207.2392173654169,Basic,Credit card,Yes,Movies,No,Computer,26.993777279234585,170.7324828239292,34,Sci-Fi,1.1925219183857552,0,Female,0,No,No,XMUFAUJVLA,0,0-3-14633.0
Michael,Morahan,92263,Maria Summit,Mountains,Allisontown,60385.0,VA,white,53,8.491072432410256,450.0268389177436,Premium,Credit card,No,Both,Yes,Mobile,32.28557912800401,132.47296716224088,22,Sci-Fi,3.781842289956553,0,Male,9,Yes,No,N2E860EHPU,0,1-3-60385.0
Heidi,Wilson,88385,April Rue,Mission,West Alisonberg,53515.0,MN,white,85,7.849983512953853,667.2485986010776,Basic,Credit card,No,Both,Yes,Tablet,11.445653211455156,132.6034855071786,41,Sci-Fi,1.7549205827512275,7,Male,0,No,Yes,OFP0P34PQT,0,1-3-53515.0
Timothy,Delgado,8369,Brent Shoals,Mission,South Jeremiahburgh,48971.0,FL,hispanic,19,16.81420233008409,319.4698442715977,Basic,Electronic check,No,Movies,No,Computer,33.29769547244478,156.6163952136423,36,Action,4.658795653652729,3,Female,15,Yes,Yes,6E8KS1Y9X3,0,0-2-48971.0
Laura,Moran,921,Andrea Field,Rapid,North Cynthiastad,77436.0,IL,white,115,11.479081847146228,1320.0944124218163,Standard,Credit card,Yes,Both,No,Mobile,19.19442424557455,145.86151248603255,21,Comedy,1.466381379089175,1,Male,12,Yes,No,2U52PUPDPX,0,1-3-77436.0
Melissa,Reed,444,James Ways,Gateway,East Lawrence,15777.0,HI,white,82,15.13559485477568,1241.118778091606,Basic,Mailed check,No,TV Shows,Yes,Computer,33.22364729791005,90.374829985479,37,Action,4.389482328525311,2,Female,24,No,Yes,0JDN8Y115I,0,0-3-15777.0
Bob,Odonnell,5370,Ashley Glen,Cape,Michaelfurt,20839.0,MP,white,115,7.154367805635086,822.752297648035,Premium,Electronic check,No,TV Shows,No,Computer,39.43761571095627,34.793197997181494,49,Drama,1.3233797010012642,8,Female,8,No,Yes,HP4XT7HT7A,0,0-3-20839.0
Roger,Riley,608,Daniel Harbors,Spur,Matthewside,52353.0,IA,white,27,6.143944340948873,165.88649720561958,Standard,Credit card,No,TV Shows,No,TV,26.474824058386424,52.46105671339983,44,Fantasy,1.8226858041173468,5,Female,20,Yes,No,7F2TRXHIFZ,0,0-3-52353.0
Carly,Osborne,82614,Mary Lock,Spurs,New Gregoryland,89979.0,OR,white,40,9.722486949150898,388.89947796603593,Standard,Credit card,No,Both,No,Tablet,5.399820060886302,111.42755520172086,11,Fantasy,2.187997534177651,4,Female,4,No,Yes,Z0X4PGNSSG,0,0-3-89979.0
Kelly,Reynolds,6973,Bray Trace,Branch,Shannonport,29707.0,LA,white,85,11.190125427636971,951.1606613491424,Basic,Credit card,No,TV Shows,No,Computer,18.311191615549635,142.12978129270965,45,Fantasy,4.912626713449529,3,Male,2,Yes,Yes,B226SN3U55,0,1-3-29707.0
Jay,Phillips-Evans,10492,David Shores,Lakes,New Kathleenburgh,82678.0,CT,black,17,12.310479197771908,209.27814636212244,Premium,Bank transfer,No,TV Shows,Yes,Mobile,20.96933217781448,103.08822820750196,48,Action,4.131633546148495,3,Male,17,No,Yes,APWM5JABVY,0,1-1-82678.0
Timothy,Parker,29573,Turner Turnpike,Lane,New Christinaside,5143.0,MH,white,2,15.565397330878596,31.13079466175719,Premium,Bank transfer,No,TV Shows,Yes,Computer,14.290566821491367,102.84963839706,23,Drama,4.418660233290309,1,Male,20,No,Yes,YHB3IQGPU1,0,1-3-5143.0
Maria,Barrett,829,Alvarez Ranch,Village,Lake Teresamouth,83041.0,PA,white,111,11.20355631522012,1243.5947509894331,Premium,Bank transfer,No,Movies,Yes,Mobile,13.031660553402329,67.69982056421267,38,Action,4.345850601347356,9,Male,13,No,Yes,OQ4ZZ4IIMC,0,1-3-83041.0
Dawn,Greene,8615,Anderson Trafficway,Tunnel,North Dannyton,26562.0,AL,white,66,5.614159065397787,370.5344983162539,Basic,Bank transfer,Yes,Both,Yes,Computer,32.258168429642865,98.3941852102686,1,Fantasy,4.178669016989895,1,Male,0,Yes,No,J9OEDIV2VQ,1,1-3-26562.0
Stephen,Campbell,4666,Lopez Gardens,Drive,Grantside,45700.0,NC,white,37,15.182149310434784,561.739524486087,Standard,Mailed check,Yes,Movies,No,TV,29.414075618436183,162.2628325912113,18,Comedy,1.1011507471554864,3,Female,4,Yes,Yes,MDYOOKXOO4,0,0-3-45700.0
Courtney,Baker,85333,Daniel Crescent,Oval,Lake Stephanietown,79516.0,PW,white,117,5.257489926014438,615.1263213436893,Basic,Mailed check,No,TV Shows,No,Mobile,21.42847536741852,57.99696869848479,46,Sci-Fi,1.1172221812847505,4,Female,7,No,Yes,M3SS54F67D,0,0-3-79516.0
Linda,Sandoval,49467,Bailey Crossroad,Points,Lake Lisafurt,41024.0,IN,hispanic,67,7.361489660344203,493.2198072430616,Premium,Bank transfer,No,Movies,Yes,Mobile,28.37535084742754,144.5307058887577,31,Sci-Fi,4.797008253010869,6,Male,8,No,Yes,JCMVPGCIYP,0,1-2-41024.0
Stacy,Freeman,778,Sloan Junction,Square,Joelburgh,16522.0,SC,white,96,14.852531140713507,1425.8429895084969,Premium,Electronic check,No,TV Shows,No,TV,21.290162646593068,104.80342333654204,49,Fantasy,4.62955851079305,6,Female,5,No,No,GNOAOMV188,1,0-3-16522.0
Cynthia,Davis,7769,Doyle Mount,Radial,Williamsonville,48749.0,VI,white,64,16.72414968870008,1070.3455800768052,Premium,Mailed check,No,Both,Yes,Mobile,13.305916477408456,45.41413046226789,5,Action,4.409894719551097,8,Male,20,Yes,No,GTN2SP9G33,1,1-3-48749.0
Kyle,Novak,47006,Joshua Corners,Valleys,Ashleymouth,32005.0,OR,white,61,9.28555372255166,566.4187770756513,Standard,Bank transfer,Yes,Both,Yes,Tablet,17.996914410165342,132.11600525618854,14,Action,3.652737716715545,9,Female,24,Yes,Yes,PMMUXB6OK1,0,0-3-32005.0
Angélica,Posada,2991,Hoffman Locks,Ports,Port Richardmouth,9393.0,CO,hispanic,92,15.302211283104572,1407.8034380456206,Basic,Mailed check,No,TV Shows,Yes,TV,4.699691877120541,86.07970364867552,27,Drama,1.272184132907078,9,Female,24,Yes,No,RJC7PTN2GX,0,0-2-9393.0
Lisa,Smith,29072,Phillips Grove,Inlet,Pamelatown,17307.0,MD,white,105,5.512269759829247,578.788324782071,Basic,Mailed check,No,Both,No,TV,30.99206460811444,74.25838389719594,49,Sci-Fi,4.631071681480469,5,Male,21,Yes,No,0JHQ3Z9UIQ,0,1-3-17307.0
Gareth,Finnerty,885,Christian Alley,Drive,South Nicholashaven,27249.0,WA,white,43,13.05972694948128,561.568258827695,Premium,Bank transfer,Yes,Movies,Yes,Mobile,12.040848410658484,88.70495899662946,43,Fantasy,2.877714080739782,0,Female,6,Yes,Yes,ZEW0MX01AW,0,0-3-27249.0
Tiffany,Nicholson,810,Sullivan Alley,Plains,Lauraland,82146.0,MD,white,40,14.255807553268731,570.2323021307493,Premium,Mailed check,No,Both,No,Computer,4.678761219563784,48.81959402803953,23,Action,2.519673198355512,5,Male,22,Yes,Yes,KJECGBVTCY,0,1-3-82146.0
Aaron,Allen,684,Crystal Points,Burgs,Lake Christian,95825.0,WA,white,84,7.751089184796786,651.09149152293,Standard,Mailed check,Yes,Both,No,TV,32.39701520341222,74.12307531798321,48,Fantasy,3.979876477654178,0,Female,8,Yes,Yes,VH4BV9ZY2J,0,0-3-95825.0
Justine,Gilduff,689,Garcia Ville,Road,South Yolanda,67365.0,MP,white,91,16.207561549269744,1474.8881009835468,Premium,Electronic check,Yes,Both,No,TV,10.97530518262573,104.16870427554744,9,Drama,4.1730363107673565,8,Female,14,No,Yes,1CG4A6YGT1,0,0-3-67365.0
Tyler,Barker,7854,Michael Fords,Springs,DPO AA 43320,,,white,31,9.276213635202224,287.562622691269,Premium,Credit card,No,TV Shows,No,Computer,30.382691313741443,151.26614648710924,8,Fantasy,3.1698441449052144,6,Male,0,Yes,Yes,W00Z3N6XCT,0,1-3-nan
Lauren,Wyatt,14951,Ann Station,Islands,Rosestad,40929.0,MH,white,50,5.433285748165463,271.66428740827314,Standard,Mailed check,No,TV Shows,Yes,TV,10.92572491013562,73.0326477072088,2,Drama,4.274413934106477,1,Female,6,No,No,C785JBSIPA,0,0-3-40929.0
Rachel,Hammond,116,Jackson Mountains,Circle,Tiffanyview,65942.0,UT,white,80,10.471190221552494,837.6952177241994,Basic,Credit card,No,Both,Yes,Tablet,38.60590311528134,81.83204837388944,40,Drama,3.38538118991986,6,Female,9,No,No,31UJ7WS36P,0,0-3-65942.0
Erin,Morgan,9793,Sarah Club,View,North Michaelchester,50071.0,NH,white,2,6.299361615316142,12.598723230632284,Premium,Mailed check,Yes,Movies,No,Tablet,7.631325084496886,64.57832804475427,14,Sci-Fi,2.857188164668069,3,Male,11,Yes,Yes,2HQOL481Q0,0,1-3-50071.0
Aaron,Robinson,625,Sara Locks,Trail,New Vincent,75544.0,NE,white,27,11.281525247451755,304.6011816811974,Premium,Electronic check,No,Both,Yes,TV,10.356178574704234,113.28448303028976,49,Sci-Fi,3.6271648725076746,0,Female,2,Yes,No,QBWPQF0933,0,0-3-75544.0
Gillian,Ellis,12385,Henry Expressway,Mountains,Austinstad,47687.0,PW,white,48,15.165793196308837,727.9580734228241,Basic,Credit card,Yes,Movies,Yes,Computer,14.369811335664858,8.932120824860359,2,Drama,3.2443672075595416,0,Male,11,Yes,No,B3IUILI94V,0,1-3-47687.0
